trace_name,split,label
LIA.HL_20150402072643_EV,test,earthquake
WES.CI_20111125022846_EV,test,earthquake
PWL.AK_20181206022243_EV,test,earthquake
FHO.CI_20130131122316_EV,test,earthquake
BBS.CI_20111229011202_EV,test,earthquake
ALP.CI_20160415213012_EV,test,earthquake
B082.PB_20110323152418_EV,test,earthquake
AKMO.AV_20161231044540_EV,test,earthquake
CRY.AZ_20150523085704_EV,test,earthquake
COLA.IU_20020406150725_EV,test,earthquake
TNS.GR_20000726122141_EV,test,earthquake
GDXB.NC_20130712080522_EV,test,earthquake
WAT4.AK_20121214202308_EV,test,earthquake
AAM1.ZQ_20070706162230_EV,test,earthquake
TWP.SN_20150603235315_EV,test,earthquake
JEM.CI_20140106151833_EV,test,earthquake
WESP.AV_20130424105655_EV,test,earthquake
BRIB.BK_20070703173235_EV,test,earthquake
B065.PB_20150826135941_EV,test,earthquake
BAR.CI_20120712232453_EV,test,earthquake
DESD.HV_20180721102721_EV,test,earthquake
CAST.AK_20170917181806_EV,test,earthquake
CUT.AK_20140713230137_EV,test,earthquake
LHV.NN_20150610004236_EV,test,earthquake
BCRT.ET_20180127190448_EV,test,earthquake
B084.PB_20161214100001_EV,test,earthquake
U32A.OK_20150412004219_EV,test,earthquake
B084.PB_20171027084829_EV,test,earthquake
TYM.SN_20170509091334_EV,test,earthquake
FID.AK_20101125090515_EV,test,earthquake
BAGL.AK_20180318142041_EV,test,earthquake
HUMO.BK_20130616090621_EV,test,earthquake
CHN.CI_20130317121632_EV,test,earthquake
B082.PB_20140801222044_EV,test,earthquake
B084.PB_20130813123620_EV,test,earthquake
KLU.AK_20110515040621_EV,test,earthquake
NEA2.AK_20161127103708_EV,test,earthquake
B086.PB_20080117103555_EV,test,earthquake
OHAK.AT_20110118012828_EV,test,earthquake
B011.PB_20150729052254_EV,test,earthquake
B093.PB_20111001102355_EV,test,earthquake
GO04.C_20131030092557_EV,test,earthquake
CCRK.UW_20120426070741_EV,test,earthquake
B084.PB_20080717005909_EV,test,earthquake
PYM3.NN_20140608022829_EV,test,earthquake
CTG.AK_20111029213455_EV,test,earthquake
B916.PB_20140729132114_EV,test,earthquake
B093.PB_20110508183858_EV,test,earthquake
BRLK.AK_20120223041822_EV,test,earthquake
B082.PB_20130719032651_EV,test,earthquake
PHRA.TM_20140509071246_EV,test,earthquake
GDXB.NC_20160609115815_EV,test,earthquake
OK032.GS_20150403090706_EV,test,earthquake
ARG.HL_20100808052415_EV,test,earthquake
B087.PB_20160126191102_EV,test,earthquake
LHV.NN_20160219031128_EV,test,earthquake
I23K.TA_20170912201310_EV,test,earthquake
SCM.AK_20171015005742_EV,test,earthquake
WRH.AK_20110829141536_EV,test,earthquake
HDA.AK_20110227180545_EV,test,earthquake
BBGB.NC_20110507005440_EV,test,earthquake
B082.PB_20111121055612_EV,test,earthquake
BJOB.NC_20151001140428_EV,test,earthquake
OK032.GS_20151017155245_EV,test,earthquake
B076.PB_20180104203036_EV,test,earthquake
ELS2.CI_20150331204703_EV,test,earthquake
GDXB.NC_20120620085631_EV,test,earthquake
B087.PB_20151014170524_EV,test,earthquake
B086.PB_20160503215854_EV,test,earthquake
B921.PB_20120811055723_EV,test,earthquake
GDXB.NC_20130508135541_EV,test,earthquake
M22K.TA_20180706020716_EV,test,earthquake
BZN.AZ_20120211024555_EV,test,earthquake
KVN.NN_20120405201831_EV,test,earthquake
BTW.SN_20151006102332_EV,test,earthquake
BOR.CI_20111111080801_EV,test,earthquake
ELS2.CI_20140817131820_EV,test,earthquake
AIND.HV_20160920141444_EV,test,earthquake
BTP.CI_20170320111436_EV,test,earthquake
BEK.NN_20160925090345_EV,test,earthquake
KAN14.GS_20160704154809_EV,test,earthquake
BPAW.AK_20130319150642_EV,test,earthquake
N20K.TA_20180425214138_EV,test,earthquake
B207.PB_20170702152706_EV,test,earthquake
ID09.GS_20171005215443_EV,test,earthquake
YER.NN_20140130130756_EV,test,earthquake
BEK.NN_20170215003234_EV,test,earthquake
O20K.TA_20171016110823_EV,test,earthquake
FRD.AZ_20111215023801_EV,test,earthquake
B918.PB_20111230194313_EV,test,earthquake
B201.PB_20130528083719_EV,test,earthquake
CWC.CI_20131010153629_EV,test,earthquake
CPCO.CC_20130412092816_EV,test,earthquake
GDXB.NC_20130726100623_EV,test,earthquake
GHO.AK_20170814135536_EV,test,earthquake
AAM1.ZQ_20090501212555_EV,test,earthquake
B093.PB_20110617132734_EV,test,earthquake
RDM.AZ_20131009095320_EV,test,earthquake
SERG.HP_20141130125514_EV,test,earthquake
CMB.BK_20140621002725_EV,test,earthquake
B084.PB_20111024113715_EV,test,earthquake
BTC.CI_20100408024759_EV,test,earthquake
DESD.HV_20161002050738_EV,test,earthquake
CAST.AK_20120622234304_EV,test,earthquake
KALE.HA_20090120233213_EV,test,earthquake
B082.PB_20160210052639_EV,test,earthquake
CRY.AZ_20160727131746_EV,test,earthquake
FRD.AZ_20150819220743_EV,test,earthquake
B087.PB_20110504143641_EV,test,earthquake
NV31.IM_20160731105916_EV,test,earthquake
B082.PB_20150309123041_EV,test,earthquake
RND.AK_20170103074108_EV,test,earthquake
KNW.AZ_20121211025304_EV,test,earthquake
GDXB.NC_20140218165821_EV,test,earthquake
B086.PB_20120516084154_EV,test,earthquake
B087.PB_20111223105745_EV,test,earthquake
PAH.NN_20180313092542_EV,test,earthquake
B087.PB_20111217050617_EV,test,earthquake
GDXB.NC_20130803044621_EV,test,earthquake
B082.PB_20130702210122_EV,test,earthquake
B921.PB_20130803154305_EV,test,earthquake
B082.PB_20171127075910_EV,test,earthquake
B203.PB_20111216192821_EV,test,earthquake
B087.PB_20111128093734_EV,test,earthquake
DANT.BK_20180423220943_EV,test,earthquake
TIM.SN_20171122150351_EV,test,earthquake
GDXB.NC_20120709194602_EV,test,earthquake
MKAR.KZ_20140320005913_EV,test,earthquake
RATT.UW_20140328130651_EV,test,earthquake
CJM.CI_20161013183523_EV,test,earthquake
OLP.CI_20140121060059_EV,test,earthquake
B086.PB_20150606023720_EV,test,earthquake
B086.PB_20080907203036_EV,test,earthquake
YER.NN_20160526074855_EV,test,earthquake
YFT.SN_20130706131920_EV,test,earthquake
KNW.AZ_20160904112136_EV,test,earthquake
GHO.AK_20120907110848_EV,test,earthquake
GDXB.NC_20150717221921_EV,test,earthquake
NIKH.AK_20120911165259_EV,test,earthquake
PRN.NN_20130109143956_EV,test,earthquake
BWN.AK_20121021093002_EV,test,earthquake
SKN.AK_20120413230409_EV,test,earthquake
BRLK.AK_20111120114811_EV,test,earthquake
GDXB.NC_20121026015829_EV,test,earthquake
TYM.SN_20160625044012_EV,test,earthquake
J05D.TA_20160807162429_EV,test,earthquake
CLC.CI_20170423031046_EV,test,earthquake
B012.PB_20140424032350_EV,test,earthquake
BJOB.NC_20170106004303_EV,test,earthquake
O02D.TA_20140123041104_EV,test,earthquake
B916.PB_20121029034250_EV,test,earthquake
B086.PB_20151222163729_EV,test,earthquake
SRV3.NN_20120303014334_EV,test,earthquake
BZN.AZ_20120405190118_EV,test,earthquake
SAO.BK_20130131011707_EV,test,earthquake
PAUD.HV_20180127061020_EV,test,earthquake
AHUD.HV_20180726231600_EV,test,earthquake
CCA.CI_20140701090451_EV,test,earthquake
I28M.TA_20180321114628_EV,test,earthquake
HMT2.CI_20150607020438_EV,test,earthquake
OKCSW.OK_20150308221454_EV,test,earthquake
RXH.CI_20120827073205_EV,test,earthquake
KAN12.GS_20150105190244_EV,test,earthquake
B082.PB_20180616234731_EV,test,earthquake
TVH2.NN_20110728121702_EV,test,earthquake
KAN05.GS_20141008071043_EV,test,earthquake
B082.PB_20180126215834_EV,test,earthquake
LHV.NN_20151004224149_EV,test,earthquake
KAN09.GS_20150503045130_EV,test,earthquake
B084.PB_20110207100306_EV,test,earthquake
YACT.UW_20110916193113_EV,test,earthquake
PIN.AK_20121121011004_EV,test,earthquake
GDXB.NC_20170920191101_EV,test,earthquake
STLK.AV_20180630024547_EV,test,earthquake
BBGB.NC_20161021223028_EV,test,earthquake
OK032.GS_20150417104236_EV,test,earthquake
B086.PB_20160416094116_EV,test,earthquake
STLK.AV_20181204023335_EV,test,earthquake
B087.PB_20120704090214_EV,test,earthquake
B081.PB_20121116180024_EV,test,earthquake
VTV.CI_20120314162155_EV,test,earthquake
B081.PB_20101118011932_EV,test,earthquake
UNV.AK_20120722061139_EV,test,earthquake
M23K.TA_20180127094117_EV,test,earthquake
P30M.TA_20180501134702_EV,test,earthquake
CHUM.AK_20110623030248_EV,test,earthquake
AGPR.PR_20130625020833_EV,test,earthquake
CPE.AZ_20130929160716_EV,test,earthquake
B921.PB_20110304125831_EV,test,earthquake
G29M.TA_20170908072419_EV,test,earthquake
NV31.IM_20160701050836_EV,test,earthquake
B916.PB_20121205192930_EV,test,earthquake
B900.PB_20150618210326_EV,test,earthquake
B918.PB_20110420060501_EV,test,earthquake
PER.CI_20130311163616_EV,test,earthquake
SPCP.AV_20180102210129_EV,test,earthquake
ADK.IU_20180115043630_NO,train,noise
HULI.BK_201808110612_NO,train,noise
HCAB.NC_200711210714_NO,train,noise
MB07.TX_20200315154130_NO,train,noise
JSFB.NC_201204201202_NO,train,noise
B035.PB_201204041556_NO,train,noise
MNTQ.CN_20180115003624_NO,train,noise
GO10.C_20180115002512_NO,train,noise
HTU.NC_200807300345_NO,train,noise
LBR.NC_201807180405_NO,train,noise
RDWB.AV_20180115083800_NO,train,noise
TTA.AT_20180115164224_NO,train,noise
PB12.TX_20200320012318_NO,train,noise
O03E.TA_201511260610_NO,train,noise
HCBB.NC_201711030832_NO,train,noise
IMBA.EC_20180115050100_NO,train,noise
GMR.NC_201801292048_NO,train,noise
MDW.UW_201801170005_NO,train,noise
AKS.AV_20180116212800_NO,train,noise
PS1A.AV_20180116222812_NO,train,noise
NFV.NC_200504140823_NO,train,noise
ANCK.AV_201703060929_NO,train,noise
BEL.CI_20180115110418_NO,train,noise
PB21.TX_20200317194424_NO,train,noise
BBGB.NC_201311241054_NO,train,noise
MCO.NC_201808281754_NO,train,noise
TRQ.CN_20180116124754_NO,train,noise
MDUB.KO_20180115130730_NO,train,noise
ACCN.LD_201306080130_NO,train,noise
A54.CN_20180115120718_NO,train,noise
AFI.IU_20180115204518_NO,train,noise
ADO.CI_20180115202830_NO,train,noise
FDF.G_20180115013512_NO,train,noise
CTAO.IU_20180115083512_NO,train,noise
A11.CN_20180116225448_NO,train,noise
WAKE.IU_20180115081124_NO,train,noise
NEA.NC_201605092326_NO,train,noise
MQ3P.NC_201004120456_NO,train,noise
AHUD.HV_201606201843_NO,train,noise
CAG.NC_200508250320_NO,train,noise
PB12.TX_20200322094924_NO,train,noise
AKHS.AV_201809251613_NO,train,noise
PAPH.CN_20180115064312_NO,train,noise
NCT.NC_201609170928_NO,train,noise
AC01.C1_20180116161836_NO,train,noise
CO05.C1_20180115011454_NO,train,noise
BSG.NC_201704111606_NO,train,noise
A21K.TA_201709112014_NO,train,noise
SNOW.IW_20180115110048_NO,train,noise
JELB.NC_200711091216_NO,train,noise
ACH.AV_201805032026_NO,train,noise
B072.PB_200906222116_NO,train,noise
WOLH.AU_20180115055412_NO,train,noise
AA12.GM_201804201249_NO,train,noise
BAGL.AK_20180116090634_NO,train,noise
PB11.TX_20200322025500_NO,train,noise
PNT.CN_20180115145354_NO,train,noise
TBO.CN_20180115182230_NO,train,noise
LCH.NN_201508152336_NO,train,noise
AKS.AV_20180116173412_NO,train,noise
PNT.CN_20180116063530_NO,train,noise
ARK1.7F_20100731013512_NO,train,noise
DANT.BK_201711022215_NO,train,noise
GCVB.NC_201110251838_NO,train,noise
CMK.NC_199510261728_NO,train,noise
WRKA.AU_20180115225736_NO,train,noise
ATD.G_20180115042230_NO,train,noise
BESE.AK_20180115045112_NO,train,noise
BAB.NN_201802100525_NO,train,noise
AKV.AV_201706100406_NO,train,noise
LIT.HT_20180116113859_NO,train,noise
PTTI.5H_20180115185030_NO,train,noise
NOUC.G_20180115000618_NO,train,noise
RIN.CI_201206151259_NO,train,noise
ALLY.LD_20180116123806_NO,train,noise
BZN.AZ_20180115070618_NO,train,noise
JGR.NC_201402271932_NO,train,noise
MDJ.IC_20180115131512_NO,train,noise
PAGB.NC_201311300507_NO,train,noise
ANON.AV_20180115080342_NO,train,noise
MLI.NC_201407281242_NO,train,noise
GO10.C_20180115013142_NO,train,noise
HTU.NC_200908310746_NO,train,noise
SN04.NC_201409121157_NO,train,noise
VLO.AC_20180115001318_NO,train,noise
CVL.NC_201701010946_NO,train,noise
HTU.NC_201709110427_NO,train,noise
MILA.AU_20180115051006_NO,train,noise
SHEP.BK_201805170035_NO,train,noise
MPM.CI_20180116000330_NO,train,noise
LSZ.IU_20180115083554_NO,train,noise
JGR.NC_201505010325_NO,train,noise
A21K.TA_201508051144_NO,train,noise
HTU.NC_201103040648_NO,train,noise
L02D.TA_201110181149_NO,train,noise
WOSB.CN_20180115053106_NO,train,noise
SADO.CN_20180115001236_NO,train,noise
ADK.IU_20180115044700_NO,train,noise
PALM.CC_20180115032012_NO,train,noise
CVL.NC_201707051451_NO,train,noise
TJX.BC_20180115024842_NO,train,noise
AAK.II_20180115043300_NO,train,noise
PB15.TX_20200316120511_NO,train,noise
MCO.NC_201509050305_NO,train,noise
CWF.GB_20180115054135_NO,train,noise
AKV.AV_201708231804_NO,train,noise
M02C.TA_201405060524_NO,train,noise
AMKA.AV_20180116032918_NO,train,noise
ANCK.AV_201712071902_NO,train,noise
MTOS.BK_201803082230_NO,train,noise
B086.PB_201508030806_NO,train,noise
ARK1.7F_20100726092042_NO,train,noise
AC07.GM_201710071051_NO,train,noise
RDJH.AV_20180115121748_NO,train,noise
PH008.SF_200804150859_NO,train,noise
PB11.TX_20200323011248_NO,train,noise
GDXB.NC_201601300341_NO,train,noise
YARR.AU_20180115094142_NO,train,noise
SLD.WR_201401160948_NO,train,noise
DAV.IU_20180115044948_NO,train,noise
AGG.HT_20180115174730_NO,train,noise
WMC.AZ_20180115051048_NO,train,noise
DANT.BK_201804141715_NO,train,noise
VNLC.4F_20180115025706_NO,train,noise
CAG.NC_200905111715_NO,train,noise
113A.AE_201709222135_NO,train,noise
AY01.C1_20180115190800_NO,train,noise
MAJO.IU_20180115102012_NO,train,noise
HOL.CI_201802281202_NO,train,noise
YUK5.CN_20180115042312_NO,train,noise
PB13.TX_20200323013800_NO,train,noise
ARK1.7F_20100726063448_NO,train,noise
VNLC.4F_20180115055330_NO,train,noise
LYN.CB_20180116204533_NO,train,noise
CAO.NC_201703080746_NO,train,noise
PB11.TX_20200322180130_NO,train,noise
GAMB.AK_20180115001812_NO,train,noise
LMC.NC_201309011102_NO,train,noise
BL67.BK_201301300915_NO,train,noise
PB12.TX_20200317013348_NO,train,noise
AC01.C1_201407262243_NO,train,noise
NMI.NC_200110262010_NO,train,noise
OXMT.BK_201303170606_NO,train,noise
TRIN.BK_201710040354_NO,train,noise
IGLA.EI_20180115020148_NO,train,noise
AUALB.S_201503061925_NO,train,noise
JSFB.NC_200301251712_NO,train,noise
ONI.GO_20180115043836_NO,train,noise
PNT.NN_201509161411_NO,train,noise
B078.PB_201208270145_NO,train,noise
CPX.BC_20180115184700_NO,train,noise
CAO.NC_201709091116_NO,train,noise
PDB.SC_20200315075848_NO,train,noise
COHC.EC_20180115075148_NO,train,noise
PB11.TX_20200322152730_NO,train,noise
ABPO.II_20180115141812_NO,train,noise
SOE.AF_20180115040748_NO,train,noise
PR03.CC_20180116125618_NO,train,noise
JAL.SC_20200316111118_NO,train,noise
AUWS.AV_20180116053848_NO,train,noise
SMM.CI_20180115083348_NO,train,noise
MQ2P.NC_200912281325_NO,train,noise
DCMP.BK_201708310226_NO,train,noise
ARK.KR_201306162107_NO,train,noise
319A.AE_20180116043836_NO,train,noise
833A.TA_201703011400_NO,train,noise
AA12.GM_201801290735_NO,train,noise
MLI.NC_201404180751_NO,train,noise
AC06.C1_20180115234554_NO,train,noise
DPD.PG_201504221631_NO,train,noise
TRIN.BK_201803010626_NO,train,noise
MT15.C1_20180115062706_NO,train,noise
MPM.CI_20180115054333_NO,train,noise
LMC.NC_201711021824_NO,train,noise
PAM.WR_201701291651_NO,train,noise
KPK.WR_201508251313_NO,train,noise
TBO.CN_20180115003500_NO,train,noise
AKH.GO_201308311254_NO,train,noise
B040.PB_201711132036_NO,train,noise
GMR.NC_201802020039_NO,train,noise
WAKE.IU_20180115125124_NO,train,noise
A54.CN_20180115182230_NO,train,noise
MG02.C1_20180115000659_NO,train,noise
ELFS.BK_200706012041_NO,train,noise
VOG.CI_20180115082236_NO,train,noise
JAL.SC_20200315031354_NO,train,noise
NFV.NC_201104071033_NO,train,noise
B065.PB_201507201759_NO,train,noise
FPAL.ET_20180115040830_NO,train,noise
FUNA.IU_20180115001112_NO,train,noise
PB11.TX_20200319215354_NO,train,noise
MDH.NC_201401221513_NO,train,noise
JLAB.NC_201102141434_NO,train,noise
B086.PB_201508161731_NO,train,noise
MALO.CN_20180116180626_NO,train,noise
AKV.AV_20180115173700_NO,train,noise
CVL.NC_201407181105_NO,train,noise
LBR.NC_201712301440_NO,train,noise
QLP.AU_20180115030654_NO,train,noise
BPRB.NC_201711191905_NO,train,noise
GUNB.GI_20180115023400_NO,train,noise
MT14.C1_20180115125742_NO,train,noise
JLAB.NC_200607160231_NO,train,noise
1831.NP_200410160432_NO,train,noise
MILA.AU_20180115145642_NO,train,noise
BOOM.KR_20180115061432_NO,train,noise
SWS.CI_20180115234142_NO,train,noise
B078.PB_200703151324_NO,train,noise
B935.PB_201602250707_NO,train,noise
MDH.NC_201604270619_NO,train,noise
ALF01.ON_201503260357_NO,train,noise
MUR.CI_20180115114824_NO,train,noise
PNT.NN_201110302019_NO,train,noise
JJO.NC_201211230939_NO,train,noise
PLA.NP_201706180455_NO,train,noise
A21K.TA_201804100122_NO,train,noise
PR04.CC_20180115004736_NO,train,noise
NFV.NC_200712180335_NO,train,noise
BIGH.GB_20180116013512_NO,train,noise
AHUD.HV_201207161117_NO,train,noise
ANCK.AV_201611030734_NO,train,noise
CRPB.NC_200911181010_NO,train,noise
POGA.AF_20180116172918_NO,train,noise
ANVS.KR_20180116204541_NO,train,noise
A61.CN_20180115183054_NO,train,noise
JSFB.NC_201206081015_NO,train,noise
MQ3P.NC_201004190804_NO,train,noise
DPQ.CN_20180115014624_NO,train,noise
GO08.C_20180115033742_NO,train,noise
PB12.TX_20200320165912_NO,train,noise
WENL.BK_201209090547_NO,train,noise
ARPS.AU_20180115071400_NO,train,noise
GDXB.NC_201112122220_NO,train,noise
CAO.NC_201801060359_NO,train,noise
LBR.NC_201712020703_NO,train,noise
AP01.C1_20180115081906_NO,train,noise
NGVB.NC_201711101121_NO,train,noise
GRBT.ET_20180115050142_NO,train,noise
BILL.IU_20180115024842_NO,train,noise
ARK2.7F_20100731025048_NO,train,noise
AKS.AV_20180115005518_NO,train,noise
ILON.CN_20180115053724_NO,train,noise
SALI.EC_20180115105512_NO,train,noise
JAL.SC_20200317045030_NO,train,noise
ANM.AK_201312300711_NO,train,noise
EORO.9F_20180115003418_NO,train,noise
PETY.BK_201805290008_NO,train,noise
AKS.AV_20180115013224_NO,train,noise
JRSC.BK_201106271035_NO,train,noise
FALS.AK_20180115005436_NO,train,noise
CCD.G_20180115063241_NO,validation,noise
BAIB.CN_20180115013430_NO,validation,noise
B065.PB_201202200928_NO,validation,noise
AY01.C1_20180115093730_NO,validation,noise
FDF.G_20180115120512_NO,validation,noise
MWC.CI_20180115154254_NO,validation,noise
AKUT.AT_20180115042600_NO,validation,noise
LLLB.CN_20180115183712_NO,validation,noise
MQ3P.NC_201003011607_NO,validation,noise
COLR.NN_201607140834_NO,validation,noise
CRPB.NC_201608280439_NO,validation,noise
WRKA.AU_20180115020354_NO,validation,noise
PB12.TX_20200316151536_NO,validation,noise
HFM.NC_199602181515_NO,validation,noise
NPOC.HV_20180115230354_NO,validation,noise
PB11.TX_20200318055536_NO,validation,noise
CAO.NC_201711281522_NO,validation,noise
ABPO.II_20180116065712_NO,validation,noise
A61.CN_20180116164842_NO,validation,noise
PB05.TX_20200315180006_NO,validation,noise
MNTQ.CN_20180115051048_NO,validation,noise
PR03.CC_20180116230024_NO,validation,noise
PB12.TX_20200324034154_NO,validation,noise
GURO.KO_20180115020930_NO,validation,noise
CADB.NC_200210261418_NO,validation,noise
PB12.TX_20200324191542_NO,validation,noise
GMR.NC_201712030043_NO,validation,noise
RDM.AZ_20180116214736_NO,validation,noise
A21K.TA_201502170013_NO,validation,noise
A21.CN_20180116235500_NO,validation,noise
B039.PB_201105172256_NO,validation,noise
DCMP.BK_201712130553_NO,validation,noise
EDM.CN_20180115011824_NO,validation,noise
A54.CN_20180115033906_NO,validation,noise
HDC.G_20180115032136_NO,validation,noise
PPTF.G_20180115220342_NO,validation,noise
CHR.NC_200904131046_NO,validation,noise
YSS.IU_20180115000618_NO,validation,noise
PLID.IW_20180115193354_NO,validation,noise
LBR.NC_201808190243_NO,validation,noise
ABTX.N4_201809130211_NO,validation,noise
HUMO.BK_201108100654_NO,validation,noise
DSP.NN_201607052340_NO,validation,noise
B058.PB_201101030826_NO,validation,noise
GMR.NC_201707021723_NO,validation,noise
B076.PB_200708260931_NO,validation,noise
GLA.CI_20180115073146_NO,validation,noise
GREG.5H_20180115155818_NO,validation,noise
PB12.TX_20200319125742_NO,validation,noise
SN05.NC_201409190455_NO,validation,noise
AKH.GO_201412241123_NO,test,noise
JAL.SC_20200315120306_NO,test,noise
AKBB.AV_20180116043342_NO,test,noise
BNAB.CN_20180115071112_NO,test,noise
AKH.GO_201610292019_NO,test,noise
PKLO.CN_20180116140906_NO,test,noise
PB11.TX_20200316104442_NO,test,noise
RCHB.BE_20180115064642_NO,test,noise
RPN.II_20180115000618_NO,test,noise
PAX.AK_20180115023606_NO,test,noise
L02E.TA_201410212140_NO,test,noise
PB21.TX_20200316040706_NO,test,noise
ORIO.CN_20180115070742_NO,test,noise
PB11.TX_20200317202830_NO,test,noise
AC04.C1_20180115181242_NO,test,noise
PB27.TX_20200317060400_NO,test,noise
B054.PB_201204070548_NO,test,noise
CAO.NC_201710030200_NO,test,noise
L02E.TA_201511111340_NO,test,noise
WAK.NN_201109101351_NO,test,noise
LBR.NC_201807301225_NO,test,noise
GCVB.NC_200804211616_NO,test,noise
ANNE.AV_20180115145848_NO,test,noise
GCVB.NC_200504152105_NO,test,noise
AP01.C1_20180115120100_NO,test,noise
CMGA.ET_20180115041324_NO,test,noise
DAWY.CN_20180115211606_NO,test,noise
OK038.GS_20180116232824_NO,test,noise
YUK4.CN_20180115020436_NO,test,noise
IZAB.GI_20180115012648_NO,test,noise
PB06.TX_20200316085818_NO,test,noise
LMC.NC_201405270722_NO,test,noise
COLD.AK_20180115092824_NO,test,noise
GBN.CN_20180115111448_NO,test,noise
HTU.NC_201008272208_NO,test,noise
CBSB.NC_201705181723_NO,test,noise
B932.PB_201604141743_NO,test,noise
SCZ.BK_201702040353_NO,test,noise
JAL.SC_20200321141812_NO,test,noise
WHAR.AG_20100728115730_NO,test,noise
OK035.GS_20180116205925_NO,test,noise
CTA.NC_200302041444_NO,test,noise
OBHB.NC_201805082141_NO,test,noise
JPC.NC_200906130748_NO,test,noise
DKL.KO_20180115085530_NO,test,noise
HCAB.NC_200907020907_NO,test,noise
LMC.NC_201101072047_NO,test,noise
AAK.II_20180115182024_NO,test,noise
BFSB.CN_20180115101600_NO,test,noise
MNRC.BK_201407222220_NO,test,noise
BAK.CI_20180115051500_NO,test,noise
TABL.AK_20180115162939_NO,test,noise
M02C.TA_201602250348_NO,test,noise
NMI.NC_201208180537_NO,test,noise
A64.CN_20180115125948_NO,test,noise
PB13.TX_20200323000536_NO,test,noise
JHS.JP_20180115051418_NO,test,noise
ISA.CI_20180115014542_NO,test,noise
VNLC.4F_20180115011000_NO,test,noise
ACCN.LD_201609041618_NO,test,noise
BSR.NC_201805150447_NO,test,noise
PB11.TX_20200321015818_NO,test,noise
HTU.NC_201408290320_NO,test,noise
ALF01.ON_201708170238_NO,test,noise
COLD.AK_20180115095830_NO,test,noise
MTOS.BK_201804162242_NO,test,noise
ESK.GB_20180115071854_NO,test,noise
ARK2.7F_20100730004448_NO,test,noise
DL2.CB_20180116200352_NO,test,noise
SHP.NN_201712260112_NO,test,noise
RCHB.BE_20180115075312_NO,test,noise
NTO.NC_201401220415_NO,test,noise
SMM.CI_20180115061554_NO,test,noise
WA2.UW_201712311216_NO,test,noise
PIX.BC_20180115230230_NO,test,noise
ARNL.EC_201703120808_NO,test,noise
A54.CN_20180116230312_NO,test,noise
RMX.BC_20180115055454_NO,test,noise
TMSP.AZ_20180115190842_NO,test,noise
PB15.TX_20200324125536_NO,test,noise
M02C.TA_201410131542_NO,test,noise
RABL.AU_20180115025624_NO,test,noise
WRKA.AU_20180115081948_NO,test,noise
VNLC.4F_20180115013100_NO,test,noise
QLP.AU_20180115023648_NO,test,noise
ANM.AK_201805131534_NO,test,noise
GO09.C_20180115010754_NO,test,noise
NHS.NC_201412260424_NO,test,noise
LDL.NC_201805231925_NO,test,noise
LRD.NC_201808210347_NO,test,noise
A21K.TA_201610201746_NO,test,noise
DANT.BK_201806031056_NO,test,noise
NGVB.NC_201004040633_NO,test,noise
NCC.NC_201105110653_NO,test,noise
LBR.NC_201712061108_NO,test,noise
GRA1.GR_20180115045812_NO,test,noise
ARK1.7F_20100726113506_NO,test,noise
WHAT2.9F_20180116162206_NO,test,noise
113A.AE_201506070350_NO,test,noise
CAL.NC_201001282216_NO,test,noise
NFK.AU_20180115001030_NO,test,noise
GMN.NN_201803191410_NO,test,noise
JJO.NC_200610031450_NO,test,noise
B046.PB_201405171840_NO,test,noise
NLLB.CN_20180115000330_NO,test,noise
FORK.5H_20180115125412_NO,test,noise
MOKD.HV_20180115023854_NO,test,noise
NOUC.G_20180115121830_NO,test,noise
PRCT.AE_20180115142306_NO,test,noise
PSAB1.AU_20180116074612_NO,test,noise
JFP.NC_201203141739_NO,test,noise
B049.PB_201803260421_NO,test,noise
PNT.NN_201507152233_NO,test,noise
BRNJ.LD_20180115042806_NO,test,noise
DTP.CI_201808290813_NO,test,noise
AKS.AV_20180116213006_NO,test,noise
MPK.NN_201512161805_NO,test,noise
CWF.GB_20180115043505_NO,test,noise
SDDR.CU_20180115180418_NO,test,noise
ANM.AK_201206210010_NO,test,noise
RUB.NN_201308170737_NO,test,noise
GDXB.NC_201808192255_NO,test,noise
CVL.NC_201511031650_NO,test,noise
PAGB.NC_201803050101_NO,test,noise
LBR.NC_201805050701_NO,test,noise
GAXB.NC_201311131232_NO,test,noise
ARSB.KR_201711182122_NO,test,noise
L02E.TA_201503310444_NO,test,noise
CHUM.AK_20180115064148_NO,test,noise
MDH.NC_201507211042_NO,test,noise
WHAR.AG_20100723030736_NO,test,noise
ASBU.CC_201601292202_NO,test,noise
LL05.C1_20180115014624_NO,test,noise
HTU.NC_201112282103_NO,test,noise
NFV.NC_200903142142_NO,test,noise
BAR.CI_20180115020600_NO,test,noise
GDXB.NC_201802150510_NO,test,noise
PB12.TX_20200323124918_NO,test,noise
GMR.NC_201808011658_NO,test,noise
AA12.GM_201709140807_NO,test,noise
AU22.AV_201310031056_NO,test,noise
OBHB.NC_201707271935_NO,test,noise
JAL.SC_20200318211030_NO,test,noise
ARNL.EC_201610180506_NO,test,noise
MANU.AU_20180115022948_NO,test,noise
ADO.CI_20180115210454_NO,test,noise
BRNJ.LD_20180115204600_NO,test,noise
AP01.C1_20180115071400_NO,test,noise
JMP.NC_199402031545_NO,test,noise
PNT.NN_201309142042_NO,test,noise
CUT.AK_20180115064642_NO,test,noise
ACH.AV_201803032343_NO,test,noise
CCD.G_20180115052735_NO,test,noise
PB12.TX_20200315111324_NO,test,noise
